trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.99}",20,0,-172.61965608253516,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
2,False,"{'a': 0.6, 'e': 0.9801}",35,17,-99.88807636286045,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 2}",1
3,False,"{'a': 0.6, 'e': 0.9702989999999999}",20,0,-157.0934738449005,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
4,False,"{'a': 0.6, 'e': 0.96059601}",20,0,-64.29496938951158,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
5,False,"{'a': 0.6, 'e': 0.9509900498999999}",20,3,-99.58745005413103,"{0: 7, 1: 2, 2: 6, 3: 2, 4: 0}",1
6,False,"{'a': 0.6, 'e': 0.9414801494009999}",20,0,-94.82007366374009,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
7,False,"{'a': 0.6, 'e': 0.9320653479069899}",30,0,-174.55120543737226,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
8,False,"{'a': 0.6, 'e': 0.92274469442792}",25,0,-140.9991910265413,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
9,False,"{'a': 0.6, 'e': 0.9135172474836407}",25,0,-102.37266376958901,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
10,False,"{'a': 0.6, 'e': 0.9043820750088043}",20,0,-103.16569165728636,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
11,False,"{'a': 0.6, 'e': 0.8953382542587163}",20,0,-27.673289460873924,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
12,False,"{'a': 0.6, 'e': 0.8863848717161291}",20,13,-3.894890576039537,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
13,False,"{'a': 0.6, 'e': 0.8775210229989678}",20,0,-106.82758778321636,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
14,False,"{'a': 0.6, 'e': 0.8687458127689781}",30,21,-12.142207654240291,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
15,False,"{'a': 0.6, 'e': 0.8600583546412883}",25,18,6.4136316202699115,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.6, 'e': 0.8514577710948754}",25,0,-68.14880102932153,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
17,False,"{'a': 0.6, 'e': 0.8429431933839266}",20,0,-95.87707213558461,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
18,False,"{'a': 0.6, 'e': 0.8345137614500874}",25,0,-203.34096239216294,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 4}",0
19,False,"{'a': 0.6, 'e': 0.8261686238355865}",20,0,-105.12104183388013,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
20,False,"{'a': 0.6, 'e': 0.8179069375972307}",20,0,-101.02604461891663,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
21,False,"{'a': 0.6, 'e': 0.8097278682212583}",20,0,-158.801413939241,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
22,False,"{'a': 0.6, 'e': 0.8016305895390458}",20,0,-128.39887952215497,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
23,False,"{'a': 0.6, 'e': 0.7936142836436553}",25,0,-129.35371338075294,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
24,False,"{'a': 0.6, 'e': 0.7856781408072188}",20,0,-250.99296709502937,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 5}",0
25,False,"{'a': 0.6, 'e': 0.7778213593991465}",30,0,-52.77217889683521,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",1
26,False,"{'a': 0.6, 'e': 0.7700431458051551}",20,0,-71.92710316663991,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
27,False,"{'a': 0.6, 'e': 0.7623427143471035}",20,0,-58.19792901768134,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
28,False,"{'a': 0.6, 'e': 0.7547192872036325}",30,0,-39.04386830890333,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
29,False,"{'a': 0.6, 'e': 0.7471720943315961}",20,0,-81.66564128250664,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
30,False,"{'a': 0.6, 'e': 0.7397003733882802}",25,4,-65.68764314540584,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
31,False,"{'a': 0.6, 'e': 0.7323033696543974}",30,2,-113.836521568234,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 2}",1
32,False,"{'a': 0.6, 'e': 0.7249803359578534}",20,0,-146.97368221776927,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
33,False,"{'a': 0.6, 'e': 0.7177305325982748}",20,0,-95.66769891624682,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
34,False,"{'a': 0.6, 'e': 0.7105532272722921}",20,0,-64.39596430610395,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
35,False,"{'a': 0.6, 'e': 0.7034476949995692}",20,0,-133.73874010693262,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
36,False,"{'a': 0.6, 'e': 0.6964132180495735}",25,0,-44.070133256261535,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
37,False,"{'a': 0.6, 'e': 0.6894490858690777}",35,0,-117.82900822530466,"{0: 25, 1: 0, 2: 7, 3: 2, 4: 1}",0
38,False,"{'a': 0.6, 'e': 0.682554595010387}",20,0,-63.22857329062495,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
39,False,"{'a': 0.6, 'e': 0.6757290490602831}",25,0,-172.92841839300482,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
40,False,"{'a': 0.6, 'e': 0.6689717585696803}",25,0,-133.22056303795713,"{0: 17, 1: 2, 2: 1, 3: 3, 4: 2}",0
41,False,"{'a': 0.6, 'e': 0.6622820409839835}",20,9,-36.599366710821954,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
42,False,"{'a': 0.6, 'e': 0.6556592205741436}",20,0,-130.9825372677637,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
43,False,"{'a': 0.6, 'e': 0.6491026283684022}",20,9,-2.931445851819316,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
44,False,"{'a': 0.6, 'e': 0.6426116020847181}",25,10,21.738091797274837,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.6, 'e': 0.6361854860638709}",20,0,7.978813998408157,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
46,False,"{'a': 0.6, 'e': 0.6298236312032323}",25,0,-53.06346880691704,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
47,False,"{'a': 0.6, 'e': 0.6235253948912}",20,2,-81.30686327085306,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 0}",1
48,False,"{'a': 0.6, 'e': 0.617290140942288}",20,0,-66.60708003863252,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
49,False,"{'a': 0.6, 'e': 0.6111172395328651}",25,4,-129.10090900699532,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 1}",1
50,False,"{'a': 0.6, 'e': 0.6050060671375365}",20,0,-138.3516590406826,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
51,False,"{'a': 0.6, 'e': 0.5989560064661611}",25,0,-51.63770137224865,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
52,False,"{'a': 0.6, 'e': 0.5929664464014994}",25,8,-101.76477552207523,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
53,False,"{'a': 0.6, 'e': 0.5870367819374844}",25,3,-101.13181227077882,"{0: 15, 1: 0, 2: 4, 3: 2, 4: 1}",1
54,False,"{'a': 0.6, 'e': 0.5811664141181095}",20,0,-73.05571670494624,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
55,False,"{'a': 0.6, 'e': 0.5753547499769285}",25,0,-149.6710033257402,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
56,False,"{'a': 0.6, 'e': 0.5696012024771592}",20,0,-38.819419046742695,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
57,False,"{'a': 0.6, 'e': 0.5639051904523876}",25,3,-111.95600482182016,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 2}",1
58,False,"{'a': 0.6, 'e': 0.5582661385478638}",20,0,-4.21988166074642,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
59,False,"{'a': 0.6, 'e': 0.5526834771623851}",20,0,-13.100865656347805,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
60,False,"{'a': 0.6, 'e': 0.5471566423907612}",30,0,-154.40675245163726,"{0: 19, 1: 0, 2: 8, 3: 1, 4: 2}",0
61,False,"{'a': 0.6, 'e': 0.5416850759668536}",30,4,-11.978245519647523,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
62,False,"{'a': 0.6, 'e': 0.536268225207185}",25,0,-85.22169583956223,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
63,False,"{'a': 0.6, 'e': 0.5309055429551132}",20,0,-65.90813164774207,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
64,False,"{'a': 0.6, 'e': 0.525596487525562}",25,10,-11.429122069468455,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
65,False,"{'a': 0.6, 'e': 0.5203405226503064}",20,0,-32.724175395929066,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
66,False,"{'a': 0.6, 'e': 0.5151371174238033}",20,0,-85.2398512990517,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
67,False,"{'a': 0.6, 'e': 0.5099857462495653}",20,12,-10.289198998591532,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.6, 'e': 0.5048858887870696}",30,3,-68.33079482753533,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 2}",1
69,False,"{'a': 0.6, 'e': 0.4998370298991989}",20,1,0.8429301849276791,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
70,False,"{'a': 0.6, 'e': 0.49483865960020695}",25,2,-43.18780689297687,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
71,False,"{'a': 0.6, 'e': 0.4898902730042049}",20,8,0.480116865732372,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.48499137027416284}",20,0,-85.7643625728649,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
73,False,"{'a': 0.6, 'e': 0.4801414565714212}",25,7,-48.814224461511195,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 1}",1
74,False,"{'a': 0.6, 'e': 0.475340042005707}",25,13,-0.034348745102243505,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
75,False,"{'a': 0.6, 'e': 0.47058664158564995}",20,7,-11.545047985360952,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
76,False,"{'a': 0.6, 'e': 0.4658807751697934}",30,16,0.6211918108366692,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
77,False,"{'a': 0.6, 'e': 0.4612219674180955}",25,7,1.0730584015174691,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
78,False,"{'a': 0.6, 'e': 0.45660974774391455}",25,0,-133.4237005119791,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
79,False,"{'a': 0.6, 'e': 0.4520436502664754}",30,0,-56.94755419649385,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
80,False,"{'a': 0.6, 'e': 0.44752321376381066}",25,11,-39.77556286953967,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
81,False,"{'a': 0.6, 'e': 0.44304798162617254}",25,14,-43.399795367216676,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.4386175018099108}",20,1,-29.531864141526256,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.6, 'e': 0.4342313267918117}",20,13,13.531134008688312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.6, 'e': 0.4298890135238936}",25,0,-66.60089867959566,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
85,False,"{'a': 0.6, 'e': 0.42559012338865465}",20,15,-0.23996459049438457,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.6, 'e': 0.4213342221547681}",25,8,-56.636686653095545,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 1}",1
87,False,"{'a': 0.6, 'e': 0.41712087993322045}",20,13,-8.730054225702704,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.41294967113388825}",20,3,1.1976770147711262,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.40882017442254937}",25,15,-56.36986645079935,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
90,False,"{'a': 0.6, 'e': 0.4047319726783239}",35,0,-87.56751280305615,"{0: 29, 1: 0, 2: 3, 3: 1, 4: 2}",0
91,False,"{'a': 0.6, 'e': 0.40068465295154065}",25,0,0.5292357943895445,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
92,False,"{'a': 0.6, 'e': 0.39667780642202527}",25,11,16.031002210239304,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.6, 'e': 0.392711028357805}",25,15,4.163121220146342,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.6, 'e': 0.38878391807422696}",20,13,-6.667869101292004,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
95,False,"{'a': 0.6, 'e': 0.3848960788934847}",25,18,10.795266837406677,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.6, 'e': 0.38104711810454983}",30,8,-44.80773526084586,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
97,False,"{'a': 0.6, 'e': 0.37723664692350434}",20,0,-131.80270218973095,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
98,False,"{'a': 0.6, 'e': 0.37346428045426927}",25,11,-70.75073275447048,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
99,False,"{'a': 0.6, 'e': 0.36972963764972655}",20,5,-1.122983533039689,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.6, 'e': 0.36603234127322926}",20,6,4.601829283953457,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.6, 'e': 0.36237201786049694}",30,8,6.920652297337476,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.6, 'e': 0.358748297681892}",20,5,13.844138084732343,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.6, 'e': 0.35516081470507305}",20,0,20.55345637380888,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
104,False,"{'a': 0.6, 'e': 0.3516092065580223}",25,0,-55.22746318795097,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
105,False,"{'a': 0.6, 'e': 0.34809311449244207}",25,13,-37.80865809317644,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.6, 'e': 0.34461218334751764}",25,0,21.42553176395668,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
107,False,"{'a': 0.6, 'e': 0.34116606151404244}",25,0,-16.32789277118431,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
108,False,"{'a': 0.6, 'e': 0.337754400898902}",20,1,-80.91144787120908,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
109,False,"{'a': 0.6, 'e': 0.334376856889913}",25,9,7.898674475273074,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.6, 'e': 0.33103308832101386}",20,7,-25.493983239321363,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
111,False,"{'a': 0.6, 'e': 0.3277227574378037}",20,12,7.602539670332096,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.6, 'e': 0.3244455298634257}",30,14,15.864758703852473,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.6, 'e': 0.3212010745647914}",20,0,-144.74166897427236,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
114,False,"{'a': 0.6, 'e': 0.3179890638191435}",20,0,-4.843892430398991,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
115,False,"{'a': 0.6, 'e': 0.31480917318095203}",30,10,9.24886406833861,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.3116610814491425}",25,12,3.4459284849829657,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.6, 'e': 0.30854447063465107}",25,16,-23.790175201947882,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
118,False,"{'a': 0.6, 'e': 0.30545902592830454}",25,3,-68.72350161764484,"{0: 14, 1: 5, 2: 1, 3: 1, 4: 1}",1
119,False,"{'a': 0.6, 'e': 0.3024044356690215}",30,0,-28.87787244121641,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
120,False,"{'a': 0.6, 'e': 0.29938039131233124}",25,10,7.96354705103689,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.6, 'e': 0.2963865873992079}",20,8,14.099610849219774,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.6, 'e': 0.29342272152521587}",20,3,30.470386631733838,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.6, 'e': 0.2904884943099637}",25,0,13.816476449639481,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
124,False,"{'a': 0.6, 'e': 0.28758360936686406}",25,9,0.8444766169751472,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.6, 'e': 0.2847077732731954}",25,0,7.3623271420759036,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
126,False,"{'a': 0.6, 'e': 0.28186069554046345}",25,0,-34.71517334396215,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
127,False,"{'a': 0.6, 'e': 0.2790420885850588}",25,4,-41.954684225181175,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
128,False,"{'a': 0.6, 'e': 0.2762516676992082}",25,7,-52.68345514475292,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 1}",1
129,False,"{'a': 0.6, 'e': 0.27348915102221616}",20,0,17.03713903042781,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
130,False,"{'a': 0.6, 'e': 0.270754259511994}",25,6,25.51774139348576,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.6, 'e': 0.26804671691687404}",20,13,1.7666201186604935,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.6, 'e': 0.2653662497477053}",25,17,-5.887937289962883,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.6, 'e': 0.2627125872502282}",20,3,6.801467753761598,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.6, 'e': 0.2600854613777259}",25,13,-57.26577775794738,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
135,False,"{'a': 0.6, 'e': 0.2574846067639487}",25,1,-19.849979008434232,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.2549097606963092}",20,0,-50.28009219883523,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
137,False,"{'a': 0.6, 'e': 0.2523606630893461}",30,0,-13.082952850822933,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
138,False,"{'a': 0.6, 'e': 0.24983705645845267}",20,0,10.238372550666739,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
139,False,"{'a': 0.6, 'e': 0.24733868589386815}",20,0,28.179630664194704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
140,False,"{'a': 0.6, 'e': 0.24486529903492946}",35,25,20.305360932161552,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.6, 'e': 0.24241664604458016}",25,5,25.446537249960187,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.6, 'e': 0.23999247958413436}",35,11,-68.71332505615862,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 2}",1
143,False,"{'a': 0.6, 'e': 0.23759255478829303}",20,0,-6.155007574503216,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
144,False,"{'a': 0.6, 'e': 0.2352166292404101}",35,25,-8.47351899974107,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.6, 'e': 0.232864462948006}",20,0,-70.32292547190045,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
146,False,"{'a': 0.6, 'e': 0.23053581831852593}",25,0,-0.4451718160689555,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
147,False,"{'a': 0.6, 'e': 0.22823046013534068}",25,16,6.158834473562204,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.6, 'e': 0.22594815553398728}",30,16,27.28425929176492,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.6, 'e': 0.22368867397864742}",20,0,-24.00399262344138,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
150,False,"{'a': 0.6, 'e': 0.22145178723886094}",25,0,32.091425425542,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
151,False,"{'a': 0.6, 'e': 0.21923726936647234}",20,7,17.11575572187586,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.6, 'e': 0.2170448966728076}",30,17,23.320312141437167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.6, 'e': 0.21487444770607952}",20,2,18.826274220027162,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.6, 'e': 0.21272570322901874}",25,15,6.305500262223559,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.6, 'e': 0.21059844619672854}",20,6,10.721033726721648,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.20849246173476127}",35,0,10.591212903396432,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 0}",0
157,False,"{'a': 0.6, 'e': 0.20640753711741366}",25,0,-10.841700335849662,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
158,False,"{'a': 0.6, 'e': 0.20434346174623952}",25,13,-34.939182024975395,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.6, 'e': 0.20230002712877712}",30,16,-62.926945459110044,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
160,False,"{'a': 0.6, 'e': 0.20027702685748935}",30,20,19.24765140786886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 0.19827425658891445}",25,10,-0.01125673241225611,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
162,False,"{'a': 0.6, 'e': 0.1962915140230253}",20,8,11.690366027451148,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.6, 'e': 0.19432859888279505}",20,12,5.538716397065391,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.1923853128939671}",20,0,31.71447522313796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.6, 'e': 0.19046145976502743}",25,14,17.568620768722617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.6, 'e': 0.18855684516737714}",20,0,-37.824109211200515,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
167,False,"{'a': 0.6, 'e': 0.18667127671570335}",20,6,9.212439522830408,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 0.18480456394854633}",25,3,-16.03594874655414,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
169,False,"{'a': 0.6, 'e': 0.18295651830906087}",25,0,-2.3401005383081657,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
